item,expSet,grammaticallyCorrect,condition,socStat,context,word1,word2,word3,word4,word5,list,stimuli
1,WP2,yes,i,high,Der Polizeikommi&szlig;ar vermerkte in der Akte:,Der,Trinker,verpfiff,den,R&uuml;pel.,3,Critical
2,WP2,no,h,high,Der Gef&auml;ngnisvorstand bezeugte in der Anh&ouml;rung:,Der,Skinhead,z&uuml;chtigen,den,Str&auml;fling.,3,Critical
3,WP2,yes,g,high,Der Schuldirektor begr&uuml;ndete in dem Verweis:,Der,Sportlehrer,knechtete,den,Wettl&auml;ufer.,3,Critical
4,WP2,no,j,low,Der Fatzke hetzte in der BILD:,Der,F&ouml;rderer,kosen,den,Bildhauer.,3,Critical
5,WP2,yes,i,low,Der Delegierte &uuml;bersandte die amtliche Botschaft:,Der,Bischof,tadelte,den,Herrscher.,3,Critical
6,WP2,no,h,low,Der Penner lallte in der Spelunke:,Der,Sheriff,&uuml;bert&ouml;lpeln,den,Gauner.,3,Critical
7,WP2,yes,g,low,Der St&uuml;mper pl&auml;rrte in der Spielh&ouml;lle:,Der,Bandenchef,verschaukelte,den,Raubm&ouml;rder.,3,Critical
8,WP2,no,j,high,Die Juroren verlasen ihr Votum:,Der,Sporttaucher,fobben,den,Brustschwimmer.,3,Critical
9,WP2,yes,i,high,Der Generalsekret&auml;r dementierte im Report:,Der,Reiseleiter,beguckte,den,Abenteurer.,3,Critical
10,WP2,no,h,high,Der Regent bekundete edelm&uuml;tig:,Der,Wagenlenker,herzen,den,Autoschlo&szlig;er.,3,Critical
11,WP2,yes,g,high,Der Kavalier bemerkte in seinem Gefolge:,Der,B&auml;cker,musterte,den,H&auml;ndler.,3,Critical
12,WP2,no,j,low,Der Hallodri l&auml;sterte in seiner Freizeit:,Der,Obdachlose,schm&auml;hen,den,Bastard.,3,Critical
13,WP2,yes,i,low,Die Clique johlte beim Saufen:,Der,Kneipenwirt,ma&szlig;regelte,den,Meisterkoch.,3,Critical
14,WP2,no,h,low,Der Rotzl&ouml;ffel quakte laut:,Der,Bauer,proben,den,Helfer.,3,Critical
15,WP2,yes,g,low,Der Hanswurst krakelte auf dem Block:,Der,Staatsdiener,verpetzte,den,Werksleiter.,3,Critical
16,WP2,no,j,high,Der Vorstand bem&auml;ngelte im Protokoll:,Der,Techniker,bep&ouml;beln,den,Handwerker.,3,Critical
17,WP2,yes,i,high,Die Herzogin &uuml;berzeugte den Premier:,Der,Fechter,fightete,den,Gegner.,3,Critical
18,WP2,no,h,high,Der Vorstandsvorsitzende propagierte in der Sitzung:,Der,Ausbilder,protegieren,den,Springreiter.,3,Critical
19,WP2,yes,g,high,Der Hofmeister verlautbarte ohne Piet&auml;t:,Der,Priester,indoktrinierte,den,Hausarzt.,3,Critical
20,WP2,no,j,low,Der P&ouml;bel gr&ouml;lte in den Ga&szlig;en:,Der,Kaiser,verw&ouml;hnen,den,Herzog.,3,Critical
1,WP1,yes,c,high,Elegant angezogen spricht Peter:,Ich,binde,gleich,meine,Schuhe.,3,Filler
1,WP1,no,f,low,Sauber zurechtgemacht labert Peter:,Ich,binde,gleich,meine,Klamotten.,3,Filler
3,WP1,no,e,high,Modern ausgerichtet spricht Felix:,Ich,saniere,bald,meine,Ohren.,3,Filler
3,WP1,yes,d,low,Schlampig eingestellt labert Felix.,Ich,saniere,bald,meine,Behausung.,3,Filler
5,WP1,yes,c,high,H&ouml;chst strebsam verlautbart Moritz:,Ich,renoviere,sp&auml;ter,meine,Gem&auml;cher.,3,Filler
5,WP1,no,f,low,Stark unter Dampf tr&ouml;tet Moritz:,Ich,renoviere,sp&auml;ter,meine,P&ouml;tte.,3,Filler
7,WP1,no,e,high,Wohlgemut gesinnt proklamiert Dennis:,Ich,fahre,jetzt,mein,Gem&uuml;se.,3,Filler
7,WP1,yes,d,low,Quietschfidel gelaunt twittert Dennis:,Ich,fahre,jetzt,mein,Stahlross.,3,Filler
9,WP1,yes,c,high,Verm&ouml;gend situiert avisiert Paula:,Ich,verschrotte,bald,meine,Autos.,3,Filler
9,WP1,no,f,low,Massig betucht schwafelt Paula:,Ich,verschrotte,bald,meine,Stelzen.,3,Filler
11,WP1,no,e,high,Dienlich geschult kommentiert Daniel:,Ich,b&uuml;gel,gleich,meine,Pferde.,3,Filler
11,WP1,yes,d,low,Patent trainiert verklickert Daniel:,Ich,b&uuml;gel,gleich,meine,Buxen.,3,Filler
13,WP1,yes,c,high,Au&szlig;erordentlich pr&auml;pariert formuliert Maria:,Ich,schmiere,sp&auml;ter,meine,Butterbrote.,3,Filler
13,WP1,no,f,low,Astrein hergerichtet plappert Maria:,Ich,schmiere,sp&auml;ter,meine,Klauen.,3,Filler
15,WP1,no,e,high,Feinsinnig veranlagt verk&uuml;ndet Robert:,Ich,spare,jetzt,mein,Essen.,3,Filler
15,WP1,yes,d,low,Helle gestrickt t&ouml;nt Robert:,Ich,spare,jetzt,mein,Moos.,3,Filler
17,WP1,yes,c,high,Penibelst disponiert propagiert Tobias:,Ich,putze,gleich,mein,WC.,3,Filler
17,WP1,no,f,low,Pingelig getrimmt schwafelt Tobias:,Ich,putze,gleich,mein,Vieh.,3,Filler
19,WP1,no,e,high,Regsam engagiert renommiert Lukas:,Ich,unterschreibe,jetzt,meinen,Champagner.,3,Filler
19,WP1,yes,d,low,Aktiv mit dabei protzt Lukas:,Ich,unterschreibe,jetzt,meinen,Wisch.,3,Filler
