item,expSet,grammaticallyCorrect,condition,socStat,context,word1,word2,word3,word4,word5,list,stimuli
1,WP2,yes,i,low,Der Rau&szlig;chmei&szlig;er blaffte zum Jungen:,Der,Trinker,diffamierte,den,R&uuml;pel.,7,Critical
2,WP2,no,h,low,Der Knasti feixte auf dem Pausenhof:,Der,Skinhead,vertrimmen,den,Str&auml;fling.,7,Critical
3,WP2,yes,g,low,Der Kla&szlig;enclown st&auml;nkerte in der SMS:,Der,Sportlehrer,triezte,den,Wettl&auml;ufer.,7,Critical
4,WP2,no,j,high,Der Kulturminister artikulierte im Jahresbericht:,Der,F&ouml;rderer,kraulen,den,Bildhauer.,7,Critical
5,WP2,yes,i,high,Der Zeitungsjunge tratschte den neusten Klatsch:,Der,Bischof,r&uuml;ffelte,den,Herrscher.,7,Critical
6,WP2,no,h,high,Der B&uuml;rgermeister proklamierte im Amtsblatt:,Der,Sheriff,&uuml;berlisten,den,Gauner.,7,Critical
7,WP2,yes,g,high,Der Historiker paraphrasierte in dem Traktat:,Der,Bandenchef,&uuml;bervorteilte,den,Raubm&ouml;rder.,7,Critical
8,WP2,no,j,low,Die Memme beheulte ihren Struggle:,Der,Sporttaucher,narren,den,Brustschwimmer.,7,Critical
9,WP2,yes,i,low,Der Lausbub patzte ins Tagebuch:,Der,Reiseleiter,ersp&auml;hte,den,Abenteurer.,7,Critical
10,WP2,no,h,low,Der Nichtsnutz kr&auml;chzte lauthals:,Der,Wagenlenker,schmusen,den,Autoschlo&szlig;er.,7,Critical
11,WP2,yes,g,low,Die Kumpels br&uuml;llten in der Kneipe:,Der,B&auml;cker,beschaute,den,H&auml;ndler.,7,Critical
12,WP2,no,j,high,Die Gelehrte bedauerte in ihrer Weisheit:,Der,Obdachlose,verp&ouml;nen,den,Bastard.,7,Critical
13,WP2,yes,i,high,Der Gentleman observierte beim Eintreten:,Der,Kneipenwirt,verm&ouml;belte,den,Meisterkoch.,7,Critical
14,WP2,no,h,high,Der Hochwohlgeborene verbreitete anmutig:,Der,Bauer,proben,den,Helfer.,7,Critical
15,WP2,yes,g,high,Der Offizier verzeichnete im Register:,Der,Staatsdiener,verleumdete,den,Werksleiter.,7,Critical
16,WP2,no,j,low,Der A&szlig;i schmi&szlig; in die Runde:,Der,Techniker,behelligen,den,Handwerker.,7,Critical
17,WP2,yes,i,low,Die G&ouml;re beleierte den Schiri:,Der,Fechter,befehdete,den,Gegner.,7,Critical
18,WP2,no,h,low,Der L&uuml;mmel krakeelte bei seiner Mutter:,Der,Ausbilder,sponsern,den,Springreiter.,7,Critical
19,WP2,yes,g,low,Der Schw&auml;tzer palaverte ohne Ende:,Der,Priester,beschwafelte,den,Hausarzt.,7,Critical
20,WP2,no,j,high,Der Landesherr verewigte auf dem Pergament:,Der,Kaiser,h&auml;tscheln,den,Herzog.,7,Critical
1,WP1,yes,c,high,Elegant angezogen spricht Peter:,Ich,binde,gleich,meine,Schuhe.,7,Filler
1,WP1,no,f,low,Sauber zurechtgemacht labert Peter:,Ich,binde,gleich,meine,Klamotten.,7,Filler
3,WP1,no,e,high,Modern ausgerichtet spricht Felix:,Ich,saniere,bald,meine,Ohren.,7,Filler
3,WP1,yes,d,low,Schlampig eingestellt labert Felix.,Ich,saniere,bald,meine,Behausung.,7,Filler
5,WP1,yes,c,high,H&ouml;chst strebsam verlautbart Moritz:,Ich,renoviere,sp&auml;ter,meine,Gem&auml;cher.,7,Filler
5,WP1,no,f,low,Stark unter Dampf tr&ouml;tet Moritz:,Ich,renoviere,sp&auml;ter,meine,P&ouml;tte.,7,Filler
7,WP1,no,e,high,Wohlgemut gesinnt proklamiert Dennis:,Ich,fahre,jetzt,mein,Gem&uuml;se.,7,Filler
7,WP1,yes,d,low,Quietschfidel gelaunt twittert Dennis:,Ich,fahre,jetzt,mein,Stahlross.,7,Filler
9,WP1,yes,c,high,Verm&ouml;gend situiert avisiert Paula:,Ich,verschrotte,bald,meine,Autos.,7,Filler
9,WP1,no,f,low,Massig betucht schwafelt Paula:,Ich,verschrotte,bald,meine,Stelzen.,7,Filler
11,WP1,no,e,high,Dienlich geschult kommentiert Daniel:,Ich,b&uuml;gel,gleich,meine,Pferde.,7,Filler
11,WP1,yes,d,low,Patent trainiert verklickert Daniel:,Ich,b&uuml;gel,gleich,meine,Buxen.,7,Filler
13,WP1,yes,c,high,Au&szlig;erordentlich pr&auml;pariert formuliert Maria:,Ich,schmiere,sp&auml;ter,meine,Butterbrote.,7,Filler
13,WP1,no,f,low,Astrein hergerichtet plappert Maria:,Ich,schmiere,sp&auml;ter,meine,Klauen.,7,Filler
15,WP1,no,e,high,Feinsinnig veranlagt verk&uuml;ndet Robert:,Ich,spare,jetzt,mein,Essen.,7,Filler
15,WP1,yes,d,low,Helle gestrickt t&ouml;nt Robert:,Ich,spare,jetzt,mein,Moos.,7,Filler
17,WP1,yes,c,high,Penibelst disponiert propagiert Tobias:,Ich,putze,gleich,mein,WC.,7,Filler
17,WP1,no,f,low,Pingelig getrimmt schwafelt Tobias:,Ich,putze,gleich,mein,Vieh.,7,Filler
19,WP1,no,e,high,Regsam engagiert renommiert Lukas:,Ich,unterschreibe,jetzt,meinen,Champagner.,7,Filler
19,WP1,yes,d,low,Aktiv mit dabei protzt Lukas:,Ich,unterschreibe,jetzt,meinen,Wisch.,7,Filler
