item,expSet,grammaticallyCorrect,condition,socStat,context,word1,word2,word3,word4,word5,list,stimuli
21,WP2,yes,g,high,Der Herold verk&uuml;ndete den Ehrenb&uuml;rgern:,Der,Marktschreier,reizte,den,Obsth&auml;ndler.,5,Critical
22,WP2,no,j,low,Der Kerl verzapfte eine gruselige Story:,Der,Gastwirt,korrumpieren,den,Winzer.,5,Critical
23,WP2,yes,i,low,Der Fan murmelte w&auml;hrend des Gigs:,Der,Geiger,stupste,den,S&auml;nger.,5,Critical
24,WP2,no,h,low,Die Schulm&auml;dchen begiggelten die Sache:,Der,G&auml;rtner,bezirzen,den,Pf&ouml;rtner.,5,Critical
25,WP2,yes,g,low,Der Laufbursche kritzelte &uuml;ber das Foto:,Der,Kunstreiter,beglotzte,den,Ringk&auml;mpfer.,5,Critical
26,WP2,no,j,high,Der Hotelier verk&uuml;ndigte der vornehmen Gesellschaft:,Der,Rocks&auml;nger,belabern,den,Schlagzeuger.,5,Critical
27,WP2,yes,i,high,Die Wehrm&auml;nner kommunizierten mit dem Admiral:,Der,Kapit&auml;n,verkohlte,den,General.,5,Critical
28,WP2,no,h,high,Die Erziehungsberechtigten erz&auml;hlten dem Nachfahren:,Der,Bruder,hintergehen,den,Vetter.,5,Critical
29,WP2,yes,g,high,Die Hofdame gestand gegen&uuml;ber der Gouvernante:,Der,Nachtportier,zwickte,den,Landstreicher.,5,Critical
30,WP2,no,j,low,Der Bulle pinselte eine Notiz:,Der,Verbrecher,monieren,den,Kontaktmann.,5,Critical
31,WP2,yes,i,low,Die Zuschauer schnackten in der Pause:,Der,Bengel,karikierte,den,Flegel.,5,Critical
32,WP2,no,h,low,Der Frechdachs qua&szlig;elte &uuml;ber den Zoff:,Der,Rektor,begaffen,den,Sch&uuml;ler.,5,Critical
33,WP2,yes,g,low,Die Ultras r&ouml;hrten das Happening:,Der,S&auml;ufer,mobbte,den,Rowdy.,5,Critical
34,WP2,no,j,high,Der Bevollm&auml;chtigte dokumentierte die Furore:,Der,Raufbold,verhauen,den,H&auml;ftling.,5,Critical
35,WP2,yes,i,high,Die Aufsichtsbeh&ouml;rde postulierte die glorreiche Erkenntnis:,Der,Radprofi,piesackte,den,Rennfahrer.,5,Critical
36,WP2,no,h,high,Die Geheimdienste offenbarten in der Schriftrolle:,Der,Edelmann,betr&uuml;gen,den,Hofmaler.,5,Critical
37,WP2,yes,g,high,Die Beamtin verschriftlichte hinsichtlich des Sachverhalts:,Der,Dekan,verunglimpfte,den,Kanzler.,5,Critical
38,WP2,no,j,low,Die Olle postete den Kram:,Der,Gendarm,internieren,den,R&auml;uber.,5,Critical
39,WP2,yes,i,low,Die Touris gaben den Wink:,Der,Fremdenf&uuml;hrer,belog,den,Gro&szlig;wildj&auml;ger.,5,Critical
40,WP2,no,h,low,Die Buddies knirschten angefre&szlig;en:,Der,Barkeeper,di&szlig;en,den,Weinkenner.,5,Critical
21,WP1,yes,c,high,Fachkundig instruiert signalisiert Florian:,Ich,st&auml;hle,jetzt,meinen,Bauch.,5,Filler
21,WP1,no,f,low,Fix ger&uuml;stet plappert Florian:,Ich,st&auml;hle,jetzt,meinen,K&ouml;ter.,5,Filler
23,WP1,no,e,high,Beflissen arbeitend k&uuml;ndet Lars:,Ich,k&auml;mme,gleich,meine,Flasche.,5,Filler
23,WP1,yes,d,low,Emsig werkelnd labert Lars:,Ich,k&auml;mme,gleich,meine,M&auml;hne.,5,Filler
25,WP1,yes,c,high,Unerh&ouml;rt wohlhabend &auml;u&szlig;ert Heike:,Ich,pedik&uuml;re,bald,meine,F&uuml;&szlig;e.,5,Filler
25,WP1,no,f,low,Mordsm&auml;&szlig;ig betucht brabbelt Heike:,Ich,pedik&uuml;re,bald,meine,Bude.,5,Filler
27,WP1,no,e,high,Meisterlich begabt stimuliert Susanna:,Ich,schneidere,jetzt,meine,Geige.,5,Filler
27,WP1,yes,d,low,Enorm geschickt schnattert Susanna:,Ich,schneidere,jetzt,meine,Fummel.,5,Filler
29,WP1,yes,c,high,Exzessiv arrogant intoniert Annika:,Ich,rauche,bald,meine,Zigarre.,5,Filler
29,WP1,no,f,low,Extrem gro&szlig;kotzig meint Annika:,Ich,rauche,bald,meine,Kneipe.,5,Filler
31,WP1,no,e,high,Grandios geschult prophezeit Klaus:,Ich,feuer,bald,meine,Arznei.,5,Filler
31,WP1,yes,d,low,Spitze gedrillt schnarrt Klaus:,Ich,feuer,bald,meine,Knarre.,5,Filler
33,WP1,yes,c,high,Unermesslich wohlerzogen frohlockt Elisabeth:,Ich,lese,sp&auml;ter,meine,B&uuml;cher.,5,Filler
33,WP1,no,f,low,Ganz doll wacker wiehert Elisabeth:,Ich,lese,sp&auml;ter,meine,Brause.,5,Filler
35,WP1,no,e,high,Effizient autonom deklariert Vera:,Ich,schminke,sp&auml;ter,meine,Lampe.,5,Filler
35,WP1,yes,d,low,Massiv selbst&auml;ndig protzt Vera:,Ich,schminke,sp&auml;ter,meine,Glubscher.,5,Filler
37,WP1,yes,c,high,Achtsam wohlmeinend verbalisiert Norbert:,Ich,wasche,gleich,meine,Finger.,5,Filler
37,WP1,no,f,low,Recht zuvorkommend plauscht Norbert:,Ich,wasche,gleich,meine,Pl&uuml;rre.,5,Filler
39,WP1,no,e,high,Leger verweilend ersinnt Sabine:,Ich,betreibe,jetzt,meine,Hausschuhe.,5,Filler
39,WP1,yes,d,low,L&auml;ssig chillend quasselt Sabine:,Ich,betreibe,jetzt,meine,Absteige.,5,Filler
